id,full_name,web_name,team_name,position,now_cost,selected_by_percent,form,points_per_game,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m
346,Dominic Calvert-Lewin,Calvert-Lewin,Leeds,Forward,60,30.6,1.0,1.0,1,90,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.13,0.00,0.13,0.66,6.0
347,Lukas Nmecha,Nmecha,Leeds,Forward,55,0.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
348,Joël Piroe,Piroe,Leeds,Forward,50,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
349,Mateo Joseph Fernández-Regatillo,Mateo Joseph,Leeds,Forward,45,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
385,James Trafford,Trafford,Leeds,Goalkeeper,50,3.2,9.0,9.0,9,90,0,0,1,0,0,0,3,2,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.66,5.0
598,Nico Elvedi,Elvedi,Leeds,Defender,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
603,Jayden Lienou,Lienou,Leeds,Defender,40,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
604,Alfie Cresswell,Cresswell,Leeds,Midfielder,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
350,Alisson Becker,A.Becker,Liverpool,Goalkeeper,55,3.7,2.0,2.0,2,90,0,0,0,2,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,1.58,5.5
351,Giorgi Mamardashvili,Mamardashvili,Liverpool,Goalkeeper,50,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
352,Freddie Woodman,Woodman,Liverpool,Goalkeeper,40,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
353,Armin Pecsi,Pecsi,Liverpool,Goalkeeper,40,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
354,Vitezslav Jaros,Jaros,Liverpool,Goalkeeper,40,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
355,Harvey Davies,Davies,Liverpool,Goalkeeper,40,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
356,Virgil van Dijk,Virgil,Liverpool,Defender,65,19.5,2.0,2.0,2,90,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.25,0.01,0.26,1.58,6.5
357,Jeremie Frimpong,Frimpong,Liverpool,Defender,55,3.5,0.0,0.0,0,90,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.01,0.09,0.10,1.58,5.5
358,Milos Kerkez,Kerkez,Liverpool,Defender,55,3.8,0.0,0.0,0,90,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,1.58,5.5
359,Joe Gomez,Gomez,Liverpool,Defender,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
360,Conor Bradley,Bradley,Liverpool,Defender,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
361,Wellity Lucky,Lucky,Liverpool,Defender,40,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
362,Jeremy Jacquet,Jacquet,Liverpool,Defender,50,2.4,1.0,1.0,1,69,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.02,0.02,1.04,5.0
363,Giovanni Leoni,Leoni,Liverpool,Defender,40,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
364,Kostas Tsimikas,Tsimikas,Liverpool,Defender,50,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
365,Calvin Ramsay,Ramsay,Liverpool,Defender,40,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
366,Florian Wirtz,Wirtz,Liverpool,Midfielder,75,12.6,2.0,2.0,2,62,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.26,0.04,0.30,0.51,7.5
367,Cody Gakpo,Gakpo,Liverpool,Midfielder,70,3.8,12.0,12.0,12,90,1,0,0,2,0,0,0,3,0.0,0.0,0.0,0.0,0.30,0.15,0.45,1.58,7.0
368,Dominik Szoboszlai,Szoboszlai,Liverpool,Midfielder,70,41.9,8.0,8.0,8,90,1,0,0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.85,0.27,1.12,1.58,7.0
369,Rio Ngumoha,Ngumoha,Liverpool,Midfielder,60,1.2,2.0,2.0,2,62,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.51,6.0
370,Federico Chiesa,Chiesa,Liverpool,Midfielder,55,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
371,Ryan Gravenberch,Gravenberch,Liverpool,Midfielder,60,1.9,5.0,5.0,5,77,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,1.10,6.0
372,Alexis Mac Allister,Mac Allister,Liverpool,Midfielder,55,1.7,1.0,1.0,1,27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.01,0.01,1.07,5.5
373,Curtis Jones,C.Jones,Liverpool,Midfielder,55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
374,Endo Wataru,Endo,Liverpool,Midfielder,50,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
375,Trey Nyoni,Nyoni,Liverpool,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
376,Stefan Bajčetić Maquieira,Bajcetic,Liverpool,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
377,Victor Munoz,Munoz,Liverpool,Midfielder,65,0.6,4.0,4.0,4,27,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.10,0.04,0.14,1.07,6.5
378,James McConnell,McConnell,Liverpool,Midfielder,45,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
379,Alexander Isak,Isak,Liverpool,Forward,90,17.0,2.0,2.0,2,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.09,0.01,1.10,1.58,9.0
380,Hugo Ekitiké,Ekitiké,Liverpool,Forward,75,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,7.5
381,Lewis Koumas,Koumas,Liverpool,Midfielder,50,0.0,1.0,1.0,1,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.48,5.0
382,Jayden Danns,Danns,Liverpool,Forward,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
383,Harvey Elliott,Elliott,Liverpool,Midfielder,55,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
579,Ronald Araujo,Araujo,Liverpool,Defender,55,2.7,1.0,1.0,1,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.54,5.5
238,Jack Grealish,Grealish,Man City,Midfielder,65,0.2,1.0,1.0,1,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.5
384,Gianluigi Donnarumma,Donnarumma,Man City,Goalkeeper,55,8.3,3.0,3.0,3,90,0,0,0,1,0,0,3,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.63,5.5
386,Marcus Bettinelli,Bettinelli,Man City,Goalkeeper,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
387,Nico O'Reilly,O'Reilly,Man City,Defender,65,21.4,2.0,2.0,2,62,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.07,0.41,0.48,0.55,6.5
388,Marc Guéhi,Guéhi,Man City,Defender,60,17.5,10.0,10.0,10,90,1,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.89,0.31,1.20,0.63,6.0
389,Matheus Nunes,Matheus N.,Man City,Defender,60,1.6,1.0,1.0,1,33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.08,6.0
390,Rúben dos Santos Gato Alves Dias,Rúben,Man City,Defender,55,1.8,2.0,2.0,2,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.14,0.14,0.63,5.5
391,Joško Gvardiol,Gvardiol,Man City,Defender,55,11.5,9.0,9.0,9,90,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.19,0.05,0.24,0.63,5.5
392,Rayan Aït-Nouri,Aït-Nouri,Man City,Defender,55,0.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
393,Abdukodir Khusanov,Khusanov,Man City,Defender,55,1.8,2.0,2.0,2,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.63,5.5
394,Max Alleyne,Alleyne,Man City,Defender,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
395,Rico Lewis,Lewis,Man City,Defender,45,0.2,1.0,1.0,1,56,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.55,4.5
396,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Man City,Defender,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
397,Antoine Semenyo,Semenyo,Man City,Midfielder,85,25.9,2.0,2.0,2,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.63,8.5
398,Phil Foden,Foden,Man City,Midfielder,70,4.4,1.0,1.0,1,81,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.12,0.40,0.52,0.63,7.0
399,Rayan Cherki,Cherki,Man City,Midfielder,75,8.5,8.0,8.0,8,27,0,2,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.00,0.47,0.47,0.08,7.5
400,Jérémy Doku,Doku,Man City,Midfielder,75,1.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,7.5
401,Omar Marmoush,Marmoush,Man City,Forward,70,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,7.0
402,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo,Man City,Midfielder,65,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.5
403,Sávio Moreira de Oliveira,Savinho,Man City,Midfielder,65,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.5
404,Tijjani Reijnders,Reijnders,Man City,Midfielder,60,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.0
405,Nico González Iglesias,N.Gonzalez,Man City,Midfielder,55,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
406,Mateo Kovačić,Kovačić,Man City,Midfielder,55,0.1,1.0,1.0,1,27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.08,5.5
407,Claudio Echeverri,Echeverri,Man City,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
408,Kalvin Phillips,Phillips,Man City,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
409,Divine Mukasa,Mukasa,Man City,Midfielder,45,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
410,Jeremy Monga,Monga,Man City,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
411,Erling Haaland,Haaland,Man City,Forward,155,69.1,2.0,2.0,2,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.85,0.02,0.87,0.63,15.5
481,Elliot Anderson,Anderson,Man City,Midfielder,65,7.6,2.0,2.0,2,62,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.25,0.25,0.55,6.5
587,Gerónimo Rulli,Rulli,Man City,Goalkeeper,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
43,Youri Tielemans,Tielemans,Man Utd,Midfielder,60,2.6,2.0,2.0,2,66,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.94,6.0
162,Andrey Nascimento dos Santos,Andrey Santos,Man Utd,Midfielder,50,1.0,2.0,2.0,2,66,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.23,0.23,0.94,5.0
325,Karl Darlow,Darlow,Man Utd,Goalkeeper,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
412,Senne Lammens,Lammens,Man Utd,Goalkeeper,50,16.3,1.0,1.0,1,90,0,0,0,2,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,1.01,5.0
413,Altay Bayındır,Bayindir,Man Utd,Goalkeeper,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
414,Tom Heaton,Heaton,Man Utd,Goalkeeper,40,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
415,Patrick Dorgu,Dorgu,Man Utd,Midfielder,60,1.3,0.0,0.0,0,45,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.47,0.03,0.50,0.92,6.0
416,Matthijs de Ligt,De Ligt,Man Utd,Defender,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
417,Diogo Dalot Teixeira,Dalot,Man Utd,Defender,50,2.7,1.0,1.0,1,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
418,Harry Maguire,Maguire,Man Utd,Defender,50,18.0,1.0,1.0,1,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.04,0.40,0.44,1.01,5.0
419,Lisandro Martínez,Martinez,Man Utd,Defender,50,1.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
420,Leny Yoro,Yoro,Man Utd,Defender,50,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
421,Ayden Heaven,Heaven,Man Utd,Defender,45,0.4,1.0,1.0,1,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,1.01,4.5
422,Noussair Mazraoui,Mazraoui,Man Utd,Defender,45,0.7,1.0,1.0,1,79,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.22,0.05,0.27,1.01,4.5
423,Luke Shaw,Shaw,Man Utd,Defender,45,20.9,1.0,1.0,1,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.26,0.26,1.01,4.5
424,Harry Amass,Amass,Man Utd,Defender,40,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
425,Tyler Fredricson,Fredricson,Man Utd,Defender,40,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
426,Bruno Borges Fernandes,B.Fernandes,Man Utd,Midfielder,120,50.9,2.0,2.0,2,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.08,0.26,0.34,1.01,12.0
427,Bryan Mbeumo,Mbeumo,Man Utd,Midfielder,80,37.9,2.0,2.0,2,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.50,0.23,0.73,1.01,8.0
428,Matheus Santos Carneiro da Cunha,Cunha,Man Utd,Midfielder,80,10.0,2.0,2.0,2,79,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.24,0.21,0.45,1.01,8.0
429,Marcus Rashford,Rashford,Man Utd,Midfielder,70,1.7,1.0,1.0,1,45,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.10,0.10,0.09,7.0
430,Mason Mount,Mount,Man Utd,Midfielder,55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
431,Amad Diallo,Amad,Man Utd,Midfielder,60,1.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.0
432,Kobbie Mainoo,Mainoo,Man Utd,Midfielder,55,1.0,1.0,1.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,5.5
433,Manuel Ugarte Ribeiro,Ugarte,Man Utd,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
434,Jack Fletcher,J.Fletcher,Man Utd,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
435,Shea Lacey,Lacey,Man Utd,Midfielder,50,0.0,1.0,1.0,1,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
436,Toby Collyer,Collyer,Man Utd,Midfielder,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
437,Bendito Mantato,Bendito Mantato,Man Utd,Midfielder,45,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
438,Tyler Fletcher,Fletcher,Man Utd,Midfielder,45,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
439,Benjamin Sesko,Šeško,Man Utd,Forward,70,1.5,1.0,1.0,1,23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.07,7.0
440,Joshua Zirkzee,Zirkzee,Man Utd,Forward,55,0.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
441,Chido Obi,Obi,Man Utd,Forward,45,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
442,Nick Pope,Pope,Newcastle,Goalkeeper,50,1.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
443,Mark Gillespie,Gillespie,Newcastle,Goalkeeper,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
444,Ewen Jaouen,Jaouen,Newcastle,Goalkeeper,45,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
445,Malick Thiaw,Thiaw,Newcastle,Defender,50,1.7,3.0,3.0,3,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,2.98,5.0
446,Fabian Schär,Schär,Newcastle,Defender,50,0.3,1.0,1.0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.79,5.0
447,Sven Botman,Botman,Newcastle,Defender,50,0.4,3.0,3.0,3,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.01,0.01,2.98,5.0
448,Dan Burn,Burn,Newcastle,Defender,50,2.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
449,Lewis Hall,Hall,Newcastle,Defender,50,3.7,3.0,3.0,3,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.35,0.35,2.98,5.0
450,Tino Livramento,Livramento,Newcastle,Defender,50,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
451,Alex Murphy,A.Murphy,Newcastle,Defender,40,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
453,Harvey Barnes,Barnes,Newcastle,Midfielder,60,1.1,2.0,2.0,2,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,2.98,6.0
454,Anthony Elanga,Elanga,Newcastle,Midfielder,60,1.0,9.0,9.0,9,75,1,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.22,0.01,0.23,1.94,6.0
456,Jacob Ramsey,J.Ramsey,Newcastle,Midfielder,50,0.4,0.0,0.0,0,34,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,1.50,5.0
457,Jacob Murphy,J.Murphy,Newcastle,Midfielder,60,0.2,0.0,0.0,0,14,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,1.04,6.0
458,Joelinton Cássio Apolinário de Lira,Joelinton,Newcastle,Midfielder,55,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.5
459,Lewis Miley,L.Miley,Newcastle,Midfielder,55,0.1,3.0,3.0,3,75,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,1.94,5.5
460,Joe Willock,Willock,Newcastle,Midfielder,50,0.1,6.0,6.0,6,34,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.09,0.17,0.26,1.50,5.0
461,Bazoumana Touré,Touré,Newcastle,Midfielder,60,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.0
462,Sean Steur,Steur,Newcastle,Midfielder,50,0.1,1.0,1.0,1,55,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,1.48,5.0
463,Nick Woltemade,Woltemade,Newcastle,Forward,60,1.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,6.0
464,Yoane Wissa,Wissa,Newcastle,Forward,60,1.9,4.0,4.0,4,90,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.00,0.02,1.02,2.19,6.0
465,William Osula,Osula,Newcastle,Forward,60,1.0,4.0,4.0,4,55,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.06,0.14,0.20,1.48,6.0
466,Sean Neave,Neave,Newcastle,Forward,45,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
559,Aladji Bamba,Bamba,Newcastle,Midfielder,50,0.1,1.0,1.0,1,14,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,1.04,5.0
567,Lukás Hornícek,Horníček,Newcastle,Goalkeeper,50,0.7,1.0,1.0,1,90,0,0,0,2,1,0,5,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,2.98,5.0
593,Amar Dedic,Dedić,Newcastle,Defender,45,0.3,1.0,1.0,1,90,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.03,0.00,0.03,2.98,4.5
609,Leo Shahar,Shahar,Newcastle,Defender,40,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.0
467,Matz Sels,Sels,Nott'm Forest,Goalkeeper,50,1.6,2.0,2.0,2,90,0,0,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.47,5.0
468,John Victor Maciel Furtado,John,Nott'm Forest,Goalkeeper,45,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,4.5
469,Neco Williams,N.Williams,Nott'm Forest,Defender,50,9.9,2.0,2.0,2,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.47,5.0
470,Felipe Rodrigues da Silva,Morato,Nott'm Forest,Defender,50,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,5.0
471,Nikola Milenković,Milenković,Nott'm Forest,Defender,55,2.0,2.0,2.0,2,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.47,5.5
472,Murillo Costa dos Santos,Murillo,Nott'm Forest,Defender,55,1.7,4.0,4.0,4,90,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.28,0.28,0.47,5.5
473,Ola Aina,Aina,Nott'm Forest,Defender,45,3.6,5.0,5.0,5,73,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.04,0.17,0.21,0.34,4.5
